,Comments,Ratings
267,"
                                My home loan application was approved with HDFC LTD and the experience was good, the loan amount was for Rs 36 lacs for 10 years with nominal interest rate when compared to others. The process took 1 month to complete and the customer service was good with HDFC.","



 0.5
5.0/5 ""Blown Away!""
                            "
268,"
                                My home loan experience was good with HDFC LTD, the process took 1 month to complete and the loan was disbursed on time. Initially i was facing issues with HDFC but later on it was resolved. The rate of interest was nominal and the customer support was good with HDFC LTD.","



 0.5
4.5/5 ""Excellent!""
                            "
269,"
                                I have my home loan application approved with HDFC LTD and the experience was good, the process was smooth and i received my loan amount within 1 month. The loan amount was for Rs 10.6 lacs for 20 years with nominal interest rate when compared to other banks. Customer support was good and they responded on time.","



 0.5
5.0/5 ""Blown Away!""
                            "
270,"
                                I am very happy with HDFC LTD for the home loan. The customer services and response is good. I also got the loan on time. The process was very easy. The rate of interest is of 8.5% and the processing fee is normal as I got to pay only 3500 through the actual amount was 5400. The tenure is for 20 years.","



 0.5
5.0/5 ""Blown Away!""
                            "
271,"
                                My home  loan experience is good with HDFC LTD . They charge rate of interest 8.9% which is too high in the market compare to others and tenure period is 20year . There is processing fee with rs 2000 and i am not aware about preclosure option . I use to pay EMI of rs 22000 and my loan what i got through this institution is up to the mark. 
","



 0.5
4.5/5 ""Excellent!""
                            "
272,"
                                I have taken home  loan with HDFC LTD   and my loan experience was fine. My loan amount is not sufficient for me i expected more, and interest rate is 8.65%  and it is satisfactory.There is no hidden charges. I use to pay 17000 as EMI per month including top up loan and tenure period is 15years. I am not satisfied with customer service they did not respond in  a friendly manner.
","



 0.5
4.0/5 ""Great!""
                            "
273,"
                                My home loan is with HDFC Ltd and the customer services and response was good. The documentation was collected on time. The rate of interest and processing charges are normal and the after loan services are also good. There has been no hassles till date.","



 0.5
5.0/5 ""Blown Away!""
                            "
274,"
                                HDFC LTD is good overall and the process is good for the home loan. The customer services and response is good and there are  no issues to get the loan. They processed the loan very fast and as soon as I asked for the disbursement, it was done for me within 24 hours.","



 0.5
5.0/5 ""Blown Away!""
                            "
275,"
                                My home loan was taken with  HDFC ltd 4 months bank.l The loan amount was 26 lakhs  and the interest rate was very satisfactory . The EMI period was 30 years . I had a very good  process here and the processing fee was also nominal. The documentation part was very good and smooth.","



 0.5
5.0/5 ""Blown Away!""
                            "
276,"
                                I have taken a home loan from HDFC LTD and my experience was good, the loan amount was for Rs 19 lakhs with high interest rate when compared to other banks. The tenure period for this loan is 20 years. For preclosure of loan they are asking the proof of income and they charge 0.5%.","



 0.5
4.0/5 ""Great!""
                            "
277,"
                                It has been a very good experience with this loan and the loan amount which they had provided had been satisfactory as well. The interest rate with them had been nominal when compared with the market rate. The customer support and the staff responses had been very good where they had been helpful at times.","



 0.5
5.0/5 ""Blown Away!""
                            "
278,"
                                It had been a very good experience with them and the process in getting this loan had been easy and simple. The loan amount which they had provided had been satisfactory as well as the interest rate also had been nominal. One of my friend has been on the company where he had helped in the process. Their customer support and the staff responses also had been good as well.","



 0.5
5.0/5 ""Blown Away!""
                            "
279,"
                                I've taken a home loan from the HDFC Ltd. I have applied for 22 lacs, and 15 lacs got disbursed. Even after repaying the entire loan amount I haven't got the clearance documents yet. They need to improve their services and makes it fast. ","



 0.5
3.0/5 ""Satisfactory""
                            "
280,"
                                My home loan was taken from HDFCLTD 2 years back. The loan amount was 45 lakhs  and the interest rate was satisfactory but they kept increasing it later . I did not faced nay issues here process wise so i would like to recommend   to others . The processing  fee was also very nominal. The loan was approved on time,","



 0.5
4.0/5 ""Great!""
                            "
281,"
                                I have taken housing  loan from Hdfc limited , as they have given high rate of interest which is easy approval process and  payments made through ecs process .customer service and customer response is best regarding queries provides solution. The tenure period is 20 years .","



 0.5
2.5/5 ""Just OK""
                            "
282,"
                                I have taken a home loan with HDFC LTD and my loan experience was good, the loan amount was for Rs 20 lakhs with nominal interest rate when compared to others. The process was smooth and the loan amount was disbursed on time. The tenure period for this loan is 15 years.","



 0.5
4.0/5 ""Great!""
                            "
283,"
                                 I have taken housing  loan from HDFC LTD  , as they have given high rate of interest while comparing to other banking which available in market . Its  an easy approval process and  payments made through ECS process .customer service and customer response is the best regarding queries provides solution.The processing fees are nominal one  with tenure period of 15 years .","



 0.5
4.0/5 ""Great!""
                            "
284,"
                                Its very much easy to get a home loan from HDFC LTD. I have applied the home loan of Rs. 8.5 lakhs and they have sanctioned the same. Initially they have offered me a interest rate of 9.25% and they have reduced upto the 8.75%. I have paid the EMI of Rs. 17000 per month. I have already  closed this loan. I have opted for a tenure of 10 years and i have pre-closure the loan within 8 years. There are no charges for the pre-closure. ","



 0.5
4.0/5 ""Great!""
                            "
285,"
                                The process in getting this loan had been very good and the loan amount had been satisfactory. I had been paying an EMI of 12,000 every month. There has not been any sort of extra charge i had to pay to them so far. The customer support and the staff responses had been very good as well and there has not been any hassles with the banking services of them.","



 0.5
5.0/5 ""Blown Away!""
                            "
286,"
                                 I got my housing loan from Hdfc ltd . Am satisfied with rate of interest which is nominal one of 8.75% The customer service and response is good. It instant approval process. They gave the tenure period of 20 years  which i make the payment through ecs . Their customer  service is good and responsive. There are no processing fees.","



 0.5
4.0/5 ""Great!""
                            "
287,"
                                Overall good experience for sharing the details about HDFC home loan. Facility & Benefits for taking the loan from HDFC is also will be the beneficial. Customer care team guidance for smooth process of completing the home loan form filling done. ","



 0.5
5.0/5 ""Blown Away!""
                            "
288,"
                                I took a home loan form the HDFC LTD for 12 lakhs, The interest rate was 10.5 % initially and later it was reduced to 8.5%. The whole application process was easy and hassle free. There hasn't been any issues with their respect to the service rendered by HDFC LTD.","



 0.5
5.0/5 ""Blown Away!""
                            "
289,"
                                I was having the home loan with the Govt company but they weren't able to inform me about the reduction in home loan interests so I charged the provider to HDFC ltd. Now I only have to pay 21000 , earlier I was paying 25000 per month. It has been a descent experience. ","



 0.5
4.0/5 ""Great!""
                            "
290,"
                                It had been a very good process in getting this home loan and the process taken has been less. The loan amount which they had given me had been satisfactory and the interest rate with them had been a little higher when compared with the market rate and there has been some issues regarding that. The interest rate used to floating every year where they had not informed me about that on prior.","



 0.5
4.0/5 ""Great!""
                            "
291,"
                                My home loan application was closed with HDFC LTD, the reason is because i have postponed the plan to get the home loan. When it comes to the customer service of HDFC, they responded on time. The rate of interest is high when compared to others in the market.","



 0.5
3.0/5 ""Satisfactory""
                            "
292,"
                                My home loan was approved with HDFC LTD and it was a good experience, the loan amount was based on my requirement and the rate of interest was nominal when compared to others. Customer service was good, they collected documents on time and the process was smooth.","



 0.5
4.0/5 ""Great!""
                            "
293,"
                                My home loan was taken with HDFC LTD 4 months back. The loan amount was 30 lakhs  and the given interest rte was satisfactory . The tenure period was 30 years . The customer service and responses was up to the mark. The documentation was very smooth and  there are no pre closer charges . The processing fee was also nominal.","



 0.5
4.5/5 ""Excellent!""
                            "
294,"
                                I had a plan to take  a loan with HDFC LTD. The given interest rate was very high so i didn't proceed with the process,. The customer  service and responses was up to the mark.I was looking for 60,000 and the interest rate was 8.6% which is bit high hence my experience was really good.","



 0.5
3.0/5 ""Satisfactory""
                            "
295,"
                                I had a plan to take my home loan with HDFC ltd .I was looking for 30 lakhs loan amount and the given Interest  rate was satisfactory   but i have postponed the plan so i have cancelled the request here . Their customer  service  and responses were good.","



 0.5
5.0/5 ""Blown Away!""
                            "
296,"
                                I have taken home loan with HDFC LTD and my experience was good, the loan amount was for Rs 17 lakhs with nominal interest rate of 8.45%. The process was smooth and the loan amount was disbursed on time. Customer service was good with HDFC and their response was prompt.","



 0.5
4.0/5 ""Great!""
                            "
297,"
                                I have applied for the home loan from HDFC LTD, the reason why the application is closed is because the processing fee was too high, it was Rs 15000. The rate of interest of 8.4% is high when compared to others in the market. Customer service was good and they followed up on time.","



 0.5
5.0/5 ""Blown Away!""
                            "
298,"
                                My home loan application was closed with HDFC LTD, the reason why the application was closed is because i have already taken loan from other bank. Customer service was good with HDFC and they responded on time. The rate of interest of 8.45% is nominal rate in the market.","



 0.5
4.0/5 ""Great!""
                            "
299,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because the rate of interest was very high when compared to others in the market. When it comes to the customer service of HDFC, they were not transparent and their response was not up to the mark.","



 0.5
2.0/5 ""Expected more""
                            "
300,"
                                My home loan application was closed with HDFC LTD, the reason why application was closed is because they did not give loans to the area which belongs to gram panchayat. Customer service was goos and they responded on time. The rate of interest of 8.5% is nominal rate in the market. ","



 0.5
3.5/5 ""Pretty good""
                            "
301,"
                                I have applied for the home loan from HDFC LTD, my application was closed is because there was no proper response from the customer support team and their response was delayed. They charged a processing fee of Rs 3500 and that was not refunded back. Rate of interest is nominal when compared to others.","



 0.5
1.0/5 ""Really Bad""
                            "
302,"
                                My home loan application was closed with HDFC LTD, the reason why the application was closed is because i have postponed the plan to get the home loan. Customer service was very good and they followed up on time. The rate of interest of 8.45% is nominal rate.","



 0.5
5.0/5 ""Blown Away!""
                            "
303,"
                                I have not received the call from HDFC immediately. I have applied the loan amount of 60 lakhs they have offered me interest rate of 8.5%. I have not remember about the processing fee and other stuffs. There is no proper follow up from the HDFC people. I have applied the loan 3 months before. They did not give proper response regarding the loan rejection. ","



 0.5
1.0/5 ""Really Bad""
                            "
304,"
                                I have applied the home loan in HDFC with the amount of 50 lakhs and they have sanctioned only 40 lakhs thats the reason i have rejected the HDFC loan. They have offered me a interest rate of 8.7% and I'm happy about the same. The processing fee was 25000. The customer care service was very nice. Only sanctioned amount was a issue, otherwise i would have taken the loan from them. ","



 0.5
4.5/5 ""Excellent!""
                            "
305,"
                                The customer care service response is very good and prompt. I tried the loan in HDFCltd. They were ready to disburse the loan. I have purchased a pent house but their proper approval from BKATHA and BMDRA.  Their people asked me to produce the required documents.  I rejected the property thats the reason i rejected the loan too. Non availability proper approval from the authority i could not get the loan. They used to give the state of the application then and there itself. ","



 0.5
4.0/5 ""Great!""
                            "
306,"
                                I have approached HDFC ltd for my home loan . The process was very slow and  there is no proper response so i did not proceed with the process.The loan amount was 22 lakhs  and the interest rate was bit high.The customer   service and  responses was good.","



 0.5
1.0/5 ""Really Bad""
                            "
307,"
                                I had a plan to take my home loan with HDFC Ltd. My requirement was 27 lakhs but they just offered 21 lakhs so I have canceled  the request . The customer   service and responses was up to the mark.The interest rate was satisfactory . My overall experience was excellent . ","



 0.5
5.0/5 ""Blown Away!""
                            "
308,"
                                I had a  plan to take home loan with HDFC Ltd. The plan was dropped later and i did not follow up also. The loan amount i was looking for was  50 lakhs  and the interest rate was up to the mark. Their customer service and responsiveness  was up to the mark.","



 0.5
5.0/5 ""Blown Away!""
                            "
309,"
                                I have approached HDFC Ltd  for a home loan. The Interest  rate was very higher than SBI. I have cancelled the request here and taken with SBI. The loan amount was 30 lakhs   The customer  service and responses was good.My overall experience was good.","



 0.5
3.0/5 ""Satisfactory""
                            "
310,"
                                I have taken a home loan from other bank due to which the application was closed with HDFC LTD. There was an immediate response from the customer service after the application was submitted. The rate of interest of 8.6% is quite high when compared to others.","



 0.5
4.0/5 ""Great!""
                            "
311,"
                                My home loan application was closed with HDFC LTD, the reason why the application is closed is because i have taken loan from other bank. When it comes to the customer service, it was good and they responded on time. The rate of interest is high when compared to others in the market.","



 0.5
3.0/5 ""Satisfactory""
                            "
312,"
                                I have my home loan application closed with HDFC LTD, the reason why i have closed this application is because the rate of interest was very high when compared to others in the market. Customer service was very good, they followed up on time and their response is fine.","



 0.5
5.0/5 ""Blown Away!""
                            "
313,"
                                My home loan application was closed with HDFC LTD, the reason why the application is closed is because i have taken loan from other bank. Customer service was very good and they responded on time. The rate of interest of 8.45% is nominal rate in the market.","



 0.5
5.0/5 ""Blown Away!""
                            "
314,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because there was no proper response from the customer support of HDFC and there was no follow up done. The rate of interest is little high when compared to others in the market.","



 0.5
1.0/5 ""Really Bad""
                            "
315,"
                                I had a plan to taken my personal loan with HDFC LTD but i have canceled the  request here and taken with SBI since the process will be easy to SBI. I was looking for 30 lakhs  loan amount and the interest rate was satisfactory . The customer  service and responses was up to the mark.My overall experience was good.","



 0.5
4.0/5 ""Great!""
                            "
316,"
                                My home  loan was taken with HDFC LTD 1 month back. The loan amount was 24 lakhs  and the interest rate was satisfactory . The customer  service  and responses was good . The  loan process was very  good and they haves sanctioned the loan with the committed time. The processing  fee was also high .","



 0.5
4.0/5 ""Great!""
                            "
317,"
                                My  home loan was taken with HDFC  LTD 1 month back. The loan amount was 60,20,000. The interest rate  was satisfactory and the tenure   period was 15 years . The customer  service and responses was up to the mark. The documentation process was very smooth . The loan was approved on time.","



 0.5
3.5/5 ""Pretty good""
                            "
318,"
                                I have approached  HDFC LTD for my home loan process. The given interest rate was bit high than other banks so i have canceled my  request . The customer  service and responses was on time.  I was planning to take 13.5 lakhs but the interest rate was 8.5% which is high.","



 0.5
4.0/5 ""Great!""
                            "
319,"
                                I have approached HDFC LTD for my home loan . The  customer  service and responses i not good at all. There is no response form their end so i have taken  with BAJAJ FINANCE . The customer service  and responses was not good. I was looking for 23 lakhs loan amount  here.My overall experience was not good.","



 0.5
1.0/5 ""Really Bad""
                            "
320,"
                                My home loan was taken with HDFC LTD 3 months back. The loan amount was 18 lakhs and the given interest rate was satisfactory .The tenure   period was 20 years . The customer service and responses was good., I had  a tedious documentation process and  the process got delayed . The processing fee was very high .","



 0.5
3.5/5 ""Pretty good""
                            "
321,"
                                I took a home loan from the HDFC Ltd for 10 Lacs, I got the loan amount with in 15 days. It was also okay.  I applied via agent  who helped with the documentation and application. Overall it has been a very good loan experience with the HDFC and never faced any issues with their services. ","



 0.5
5.0/5 ""Blown Away!""
                            "
322,"
                                I have applied my home loan The rate of interest that i am getting from there is 8.3% and the interest is very high to me when compared to the others. The service is very worst. As soon i have applied i got the loan from the on line with simple and easy method.","



 0.5
1.0/5 ""Really Bad""
                            "
323,"
                                It has been a very good experience with them and the loan amount which they had given has been satisfactory and there has not been any issues faced with the banking services of them. The interest rate with them has been okay and experience was okay.","



 0.5
2.0/5 ""Expected more""
                            "
324,"
                                Rate of interest were around 8.5% for the home loan with the HDFC limited and I was expected 8.4% should be rate of interest.I  have not got any calls from them after the first call from them. I am happy with the HDFC limited.","



 0.5
3.0/5 ""Satisfactory""
                            "
325,"
                                I have not taken the home loan with the HDFC limited because in the same time, I have almost done with other bankers. Everything is better one too with the HDFC limited and the interest rate could be get reduced.","



 0.5
3.0/5 ""Satisfactory""
                            "
326,"
                                I have taken a home loan with HDFC LTD and my loan experience was good, the loan amount was for Rs 17 lakhs with nominal interest rate when compared to other sources. I am happy with the customer service as they followed up on time. The tenure period for this loan is for 15 years.","



 0.5
5.0/5 ""Blown Away!""
                            "
327,"
                                I have taken housing  loan from Hdfc LTD  , as they have given promising rate of interest while comparing to other banking which available in market , easy approval process , payments made through ecs process .customer service and customer response is best regarding queries provides solution.The processing fees is rs 1750 with tenure period of 20 years .","



 0.5
4.0/5 ""Great!""
                            "
328,"
                                I am having the Home loan with the HDFC limited and the rate of interest is around 9.35%, also the loan amount got disbursed within fifteen days of time. Everything is good one with the HDFC limited , also am really happy with them till now.","



 0.5
4.0/5 ""Great!""
                            "
329,"
                                I have got a very good services from HDFC. Documentation was very smooth. Initially they said they are providing 8.35%. The interest rates are as per standards. The processing fee is little high compared to other banks. They charged me around 9000. The customer care services is average. I have paid my 3 months EMI. I used to pay the EMI through ECS. The customer services is not upto mark. If i try to touch with them, they are not available. ","



 0.5
4.0/5 ""Great!""
                            "
330,"
                                I took a home loan from HDFC Ltd for 1640000. I got the loan amount fast, I am paying the EMI of 14000 per year their service. The interest rate is also competitive when comparing to other banks in the market. The whole application process and he documentation was done in time, overall it has been a good experience. ","



 0.5
4.0/5 ""Great!""
                            "
331,"
                                My home loan was taken with  HDFC ltd. The loan amount was 13 lakhs and the given interest  rate was 8,40% which is satisfactory. The customer  service and responses was up to the mark but the process was bit slow here. The processing fee was also nominal so I would like to recommend  to others.","



 0.5
3.0/5 ""Satisfactory""
                            "
332,"
                                The Overall Home loan experience is good. I have taken a home loan amount of Rs. 27 Lakhs. I'm paying the EMI of  Rs. 25000. I have opted the tenure of 25 years. They are offering a 8.5% interest rates but for me they charged me 9.5%. For the processing fee they charged me around 30K. Within a month i have got my loan. ","



 0.5
5.0/5 ""Blown Away!""
                            "
333,"
                                My home loan was taken with HDFC LTD. The loan amount was 28 lakhs and the given interest rate was  8.40% which is satisfactory . The process was  quite easy and hassle free . The processing  fee was refundable. I am satisfied with  the customer  service and responsiveness.My overall experience was very good.","



 0.5
4.0/5 ""Great!""
                            "
334,"
                                My home loan was taken with HDFC LTD.The loan amount was 68lakhs and the given interest rate was 8.5% which is average in the market. The tenure period was 20 years .The process  was quite easy and i am completely happy with it. The customer  service and responses was up to the mark. Their processing fee was also nominal.","



 0.5
4.5/5 ""Excellent!""
                            "
335,"
                                I took a home loan for 25 Lakhs from the HDFC LTD. I pay an EMI of 21000 per month. The interest rate offered by HDFC LTD is very much nominal. There were also processing charges for 0.5%. Overall it has been a smooth loan experience which I had with HDFC LTD till date. ","



 0.5
4.0/5 ""Great!""
                            "
336,"
                                My home loan was taken with HDFC LTD The loan amount was 10 lakhs   and the given interest rate was 8.45% which is satisfactory . Their customer  service and responses  was up to the mark.The executives were  very lethargic and they were not proactive.","



 0.5
3.0/5 ""Satisfactory""
                            "
337,"
                                My home loan was taken with HDFC LTD. The loan amount was 14 lakhs  and the interest rate was 8.65% which is average. The process  was very good and the documentation was  very easy .The loan was approved on time here  and the processing fee was nominal.
","



 0.5
4.0/5 ""Great!""
                            "
338,"
                                My home loan was taken with HDFC LTD. The loan  mount was 30 lakhs  and the given interest rate was 8.45% which is satisfactory . The customer service and responses was up to the mark.The processing  fee was  8,500 and they have sanctioned the loan within the committed time.","



 0.5
4.0/5 ""Great!""
                            "
339,"
                                I have taken a home loan from HDFC LTD and my experience was good, the loan amount was for Rs 15 lakhs with rate of interest of 8.4% which is nominal in the market. The process was quick and i received my loan amount on time. The tenure period for this loan is 30 years.","



 0.5
4.0/5 ""Great!""
                            "
340,"
                                My home loan was taken with HDFC LTD. The customer  service e and responses was not good at all. The executives were not good and they have taken much tie for the process. The loan amount was  5lakhs and the interest rate was bit higher than other banks. ","



 0.5
1.0/5 ""Really Bad""
                            "
341,"
                                My home loan application was approved with HDFC ltd and the experience was good, the loan amount was based on my requirement and the rate of interest was nominal when compared to other sources. Customer service was good and they followed up on time.","



 0.5
4.0/5 ""Great!""
                            "
342,"
                                My home loan application was closed with HDFC LTD, the reason why the application is closed is because the broker did not accept the property by loan. Customer service was good and they followed up on time. The rate of interest was nominal when compared to other sources.","



 0.5
5.0/5 ""Blown Away!""
                            "
343,"
                                I have taken this loan almost two years back, the process has been very good with them. They have provided with a good interest rate and the process has been got over in 10-15 days and i have been satisfied with the loan amount. The process has been smooth and there has not been any issues.","



 0.5
4.5/5 ""Excellent!""
                            "
344,"
                                My home loan application was closed with HDFC LTD because the location was out of the geographical coverage. When it comes to customer service, it was good and they followed up on time. The rate of interest was nominal when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
345,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because i have taken loan from other bank. Customer service was not up to the mark as their response was delayed. The rate of interest of 8.4% was nominal when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
346,"
                                My home loan application was closed with HDFC LTD, the reason why the application is closed is because i have taken loan from other bank. Customer service was good with HDFC LTD and they followed up on time. The rate of interest of 8.55% is little high when compared to others.","



 0.5
4.0/5 ""Great!""
                            "
347,"
                                My home loan application was closed with HDFC LTD because i have postponed the plan to get the home loan. Customer service was good with HDFC LTD, they followed up on time and their response was on time. The rate of interest was high when compared to other sources.","



 0.5
2.0/5 ""Expected more""
                            "
348,"
                                My home loan application was approved by HDFC LTD and the experience was good, the loan amount was based on my requirement and the rate of interest was nominal when compared to others. The process took 1 month to complete and the documents were collected on time. ","



 0.5
4.0/5 ""Great!""
                            "
349,"
                                I took a home loan from HDFC LTD for almost 15 lakhs. The application and documentation process was super fast. The interest rate was also nominal when comparing with the other banks. Overall the whole loan application process was easy as a breeze. ","



 0.5
5.0/5 ""Blown Away!""
                            "
350,"
                                My home loan was with HDFC Ltd earlier. I have closed the loan too. The experience is good and they were very supportive. Though I was in another location. The executives came over to my end and collected the paper work. The interest rate and charges was also normal.","



 0.5
5.0/5 ""Blown Away!""
                            "
351,"
                                I am happy with the customer service of HDFC LTD as they responded on time and follow up was done. My home loan application was closed with HDFC LTD due to personal reason. The rate of interest was nominal when compared to all other sources in the market.","



 0.5
5.0/5 ""Blown Away!""
                            "
352,"
                                My home loan application was approved with HDFC LTD and the experience was good. Documents were collected on time and the customer service was good. The rate of interest was nominal when compared to other sources. The loan amount was for Rs 20 lakhs for 20 years.","



 0.5
4.5/5 ""Excellent!""
                            "
353,"
                                My home loan loan application was closed with HDFC LTD as the property which i selected is out of the geographical area. When it comes to customer service, their response was good and they followed up on time. The rate of interest was nominal according to me.","



 0.5
4.0/5 ""Great!""
                            "
354,"
                                My home loan application was closed with HDFC LTD, the reason why my application was closed is because i have taken loan from other source. Customer service was good with HDFC LTD and they responded on time. The rate of interest was bit high when compared to other sources.","



 0.5
3.5/5 ""Pretty good""
                            "
355,"
                                My home loan application was closed with HDFC LTD, the reason why the application was closed is because i got the home loan from other source with better rate of interest and also they require more documents. Customer service was good and they followed up on time.","



 0.5
5.0/5 ""Blown Away!""
                            "
356,"
                                I got the home loan from the HDFC limited around 4 years ago. The loan process took time but the service process and their follow up was quite good from the  HDFC limited and I have got the required loan amount on time. The rate of interest and the charges are average here.","



 0.5
3.0/5 ""Satisfactory""
                            "
357,"
                                The application process of HDFC LTD for home loan was delayed initially and later on the response from the customer service was very good. The loan amount was based on my requirement and the rate of interest of 8.35% was nominal when compared to other banks.","



 0.5
4.0/5 ""Great!""
                            "
358,"
                                The home loan application was approved with HDFC LTD and the experience was good. The rate of interest was bit high when compared to other sources. Documents were collected on time and the customer service was good. The process was long and it took 1 month to disburse the loan amount.","



 0.5
5.0/5 ""Blown Away!""
                            "
359,"
                                My experience with HDFC LTD for home loan was good, the process was smooth and i received my loan amount within 2-3 weeks. Customer service was good and they collected documents on time. The rate of interest was nominal and the loan amount was based on my requirement.","



 0.5
5.0/5 ""Blown Away!""
                            "
360,"
                                My home loan application was approved with HDFC LTD and the experience was good, the rate of interest of 8.35% is nominal rate when compared to other sources. The process took 2 months to complete and the loan amount to get disbursed. Customer service was good and they collected documents on time.","



 0.5
4.0/5 ""Great!""
                            "
361,"
                                I have my home loan application approved with HDFC LTD and the experience was satisfactory. Initially the rate of interest was high as the property was not listed on the bank norms, later they changed the rate of interest to 8.35%. Customer service was good and they collected documents on time.","



 0.5
3.0/5 ""Satisfactory""
                            "
362,"
                                My home loan experience was good with HDFC LTD, the process was quite long and it took 15-20 days to receive the loan. The loan amount was based on my requirement and the rate of interest was nominal when compared to other sources. Customer service was good and they collected documents on time.","



 0.5
4.0/5 ""Great!""
                            "
363,"
                                I have my home loan application approved with HDFC LTD and the experience was good, the process took 2 weeks to complete. Customer service was good and they followed up on time. The rate of interest and charges are nominal when compared to all other sources.","



 0.5
4.0/5 ""Great!""
                            "
364,"
                                My home loan experience was good with HDFC LTD, the loan amount was based on my requirements and the rate of interest was nominal when compared to all other sources in the market. Customer service was good and they collected documents on time.","



 0.5
4.0/5 ""Great!""
                            "
365,"
                                The application process was very smooth with HDFC LTD for home loan, i received my loan amount within 10 days. The rate of interest and the processing charges were nominal when compared to all other sources. Customer service was good and they collected documents on time. ","



 0.5
5.0/5 ""Blown Away!""
                            "
366,"
                                I have taken this loan almost five years back, the interest rate initially was 10.9% and now it had been to 8.8%. It was overall an easy and smooth process taking this home loan from them. The document submission was smooth and easy, and the process was very quick and it had took very less time. Their customer service was also good.","



 0.5
4.0/5 ""Great!""
                            "
367,"
                                I have applied for the home loan from HDFC LTD. When it comes to customer service, they responded on time, furnished all required details of the loan and they followed up correctly. The rate of interest was nominal when compared to other sources.","



 0.5
5.0/5 ""Blown Away!""
                            "
368,"
                                My home loan application was closed with HDFC LTD, the reason why the application is closed because i have taken a home loan from other source. Customer service was good and up to the mark but the rate of interest was high when compared to all other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
369,"
                                I have my home loan application closed with HDFC LTD, my loan application was closed because there was no requirement of loan as of now. Customer service was good with HDFC as they responded on time. The rate of interest of 8.35% is nominal when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
370,"
                                I have applied for the home loan from HDFC LTD, the reason why my application was closed is because i was not having the proper documents and also it took long time to fulfill the requirements. Customer service was good and they responded on time. The rate of interest of 8.45% is high when compared to all other sources.","



 0.5
4.0/5 ""Great!""
                            "
371,"
                                My home loan application with HDFC LTD was not approved because there was no requirement of loan as of now and also i have postponed the plan to get the home loan. Customer service was good and they followed up on time. The rate of interest of 8.4% is high when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
372,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because i did not have the salary payslip without which they cannot proceed. Customer service was not up to the mark as their response was delayed and the rate of interest was nominal when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
373,"
                                I have closed my home loan application with HDFC LTD, the reason behind closing the application is, i have postponed the plan to get the home loan. Customer service part was good and they responded on time. The rate of interest was nominal when compared to other sources.","



 0.5
4.0/5 ""Great!""
                            "
374,"
                                My home loan application was closed with HDFC LTD, the reason why my application was closed is because there was no proper response from the customer service of HDFC and they did not follow up on time. The rate of interest of 8.35% was nominal when compared to other sources.","



 0.5
2.0/5 ""Expected more""
                            "
375,"
                                I have directly taken a home loan from the HDFC LTD and my experience was good, the loan amount was based on my requirements and the rate of interest was good. The process was quick and i received my loan amount within 3 days. Customer service was good and they followed up on time.","



 0.5
5.0/5 ""Blown Away!""
                            "
376,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because i have postponed the plan to get the home loan. When it comes to customer service, it w as good and they followed up on time. The rate of interest of 8.4% is high when compared to other sources.","



 0.5
4.0/5 ""Great!""
                            "
377,"
                                My home loan application was closed with HDFC LTD, the reason behind closing the application is because there was no proper response from the customer service after the documents were collected. The rate of interest was nominal when compared to other sources.","



 0.5
1.0/5 ""Really Bad""
                            "
378,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because there was no proper response from the customer support of HDFC LTD and there was no proper follow up. The rate of interest of 8.35% is nominal rate in the market.","



 0.5
1.0/5 ""Really Bad""
                            "
379,"
                                My home loan application was closed with HDFC LTD, the reason why the application was closed is because there was no proper response from the customer support of HDFC LTD, they did not follow up on time. The rate of interest of 8.4% was high when compared to other sources.","



 0.5
1.0/5 ""Really Bad""
                            "
380,"
                                I have applied for the home loan from HDFC LTD, the loan application was closed because the documents were not ready without which they cannot proceed. Customer service was good with HDFC LTD and the rate of interest of 8.6% was high when compared to other sources.","



 0.5
3.0/5 ""Satisfactory""
                            "
381,"
                                My home loan application was closed with HDFC LTD, the reason behind closing the application is because i did not fulfill the formalities and i joined the new company so i have postponed the plan to get the home loan. The rate of interest of 8.4% is high when compared to other banks and the customer service was good.","



 0.5
3.5/5 ""Pretty good""
                            "
382,"
                                I have closed the home loan application with HDFC LTD because there was no proper response from the customer service of HDFC, their service was delayed and did not follow up on time. Initially the rate of interest quoted was 8.4% and later they increased to 8.75% which is quite high.","



 0.5
2.5/5 ""Just OK""
                            "
